record_id,domain,language_hint,feedback
R000984,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R000985,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R000986,interior,en,The driver seat heater stops working after 7 minutes of driving. Please fix this asap.
R000987,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R000988,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Mercedes please help.
R000989,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R000990,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R000991,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R000992,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R000993,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R000994,interior,en,Steering wheel heater only warms the lower half of the rim.
R000995,interior,en,"Rear seat belt buckle is stuck, cannot release the belt.  multiple   spaces   here  "
R000996,interior,en,Power window switch on driver door is unresponsive intermittently.
R000997,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 40 Prozent gesunken. Plate: B-MW 1234
R000998,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R000999,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R001000,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht.  multiple   spaces   here  
R001001,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. Please fix this asap.
R001002,interior,en,Driver seat cushion has worn through after 57 months. !!!!!!
R001003,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R001004,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001005,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R001006,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R001007,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Plate: B-MW 1234"
R001008,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Mercedes please help.
R001009,interior,en,Cabin filter smells musty even after replacement. Mercedes please help.
R001010,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R001011,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001012,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001013,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. <p>this is a complaint</p>
R001014,interior,en,Cabin filter smells musty even after replacement.
R001015,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands.  multiple   spaces   here  
R001016,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. Contact me at john.doe@example.com or +49 30 1234567.
R001017,interior,en,Power window switch on driver door is unresponsive intermittently.
R001018,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001019,interior,en,Steering wheel heater only warms the lower half of the rim.
R001020,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R001021,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R001022,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. <p>this is a complaint</p>
R001023,interior,en,The driver seat heater stops working after 52 minutes of driving. Please fix this asap.
R001024,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl. Plate: B-MW 1234
R001025,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001026,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.
R001027,interior,en,The driver seat heater stops working after 38 minutes of driving. !!!!!!
R001028,interior,en,Steering wheel heater only warms the lower half of the rim.  multiple   spaces   here  
R001029,interior,en,Cabin filter smells musty even after replacement. Mercedes please help.
R001030,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001031,interior,en,Center console armrest is loose and wobbles when leaning on it. VIN: WDB2030461A123456
R001032,interior,en,Center console armrest is loose and wobbles when leaning on it. Plate: B-MW 1234
R001033,interior,en,Cup holder cracked after 27 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001034,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R001035,interior,en,The driver seat heater stops working after 32 minutes of driving.
R001036,interior,en,Mirror auto-dimming feature does not work at night.
R001037,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001038,interior,en,Cup holder cracked after 31 months of normal use.  multiple   spaces   here  
R001039,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R001040,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R001041,interior,en,Cup holder cracked after 6 months of normal use.
R001042,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001043,interior,en,Cup holder cracked after 43 months of normal use.
R001044,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001045,interior,en,"Ambient lighting flickers randomly at night, very distracting. VIN: WDB2030461A123456"
R001046,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R001047,display_infotainment,en,Software update OTA failed and bricked the head unit.  multiple   spaces   here  
R001048,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001049,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001050,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001051,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001052,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001053,interior,en,Center console armrest is loose and wobbles when leaning on it.  multiple   spaces   here  
R001054,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R001055,display_infotainment,da,Bluetooth-forbindelsen afbrydes hver gang bilen genstartes.
R001056,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R001057,interior,en,"Glove box latch broke, lid will not stay closed. Contact me at john.doe@example.com or +49 30 1234567."
R001058,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001059,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Mercedes please help."
R001060,interior,en,Cup holder cracked after 24 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001061,interior,en,Driver seat cushion has worn through after 45 months. <p>this is a complaint</p>
R001062,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. Plate: B-MW 1234
R001063,interior,en,"Glove box latch broke, lid will not stay closed."
R001064,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001065,interior,en,Cup holder cracked after 46 months of normal use.
R001066,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R001067,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001068,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R001069,interior,en,"Glove box latch broke, lid will not stay closed."
R001070,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001071,interior,en,Cup holder cracked after 55 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001072,interior,en,Driver seat cushion has worn through after 24 months.
R001073,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Mercedes please help."
R001074,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes. !!!!!!"
R001075,interior,en,"Glove box latch broke, lid will not stay closed. Contact me at john.doe@example.com or +49 30 1234567."
R001076,interior,en,Driver seat cushion has worn through after 30 months. Contact me at john.doe@example.com or +49 30 1234567.
R001077,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001078,display_infotainment,en,Software update OTA failed and bricked the head unit.
R001079,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R001080,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R001081,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R001082,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001083,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R001084,interior,en,Cup holder cracked after 36 months of normal use.  multiple   spaces   here  
R001085,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R001086,interior,en,Steering wheel heater only warms the lower half of the rim.
R001087,powertrain,en,Electric motor produces a humming noise when accelerating from stop.
R001088,display_infotainment,en,Apple CarPlay disconnects every 30 minutes when using maps.
R001089,interior,en,Driver seat cushion has worn through after 7 months. Contact me at john.doe@example.com or +49 30 1234567.
R001090,display_infotainment,en,Backup camera shows black screen when reverse is engaged.  multiple   spaces   here  
R001091,display_infotainment,en,Head-up display flickers in direct sunlight.  multiple   spaces   here  
R001092,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart. <p>this is a complaint</p>
